[ 2017-05-17T16:36:53+08:00 ] /health/Admin.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run ParseTemplate Behavior [ RunTime:0.010467s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010522s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Tag[ view_filter ] --START--
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run ContentReplace Behavior [ RunTime:0.000206s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run TokenBuild Behavior [ RunTime:0.000251s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000118s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000272s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000961s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Tag[ view_end ] --START--
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000250s ]
[ 2017-05-17T16:37:08+08:00 ] /health/Admin.php/Admin/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000284s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ route_check ] --START--
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Run CheckRoute Behavior [ RunTime:0.000953s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001095s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ app_begin ] --START--
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000439s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000487s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | SQL: SHOW COLUMNS FROM `czxy_privilege` [ RunTime:0.003217s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | SQL: SHOW COLUMNS FROM `czxy_privilege` [ RunTime:0.002349s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | SQL: SELECT * FROM `czxy_privilege`  [ RunTime:0.000893s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8] Use of undefined constant id - assumed 'id' PrivilegeModel.class.php 第 31 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ view_template ] --START--
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001247s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001303s ]
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | INFO: Tag[ view_parse ] --START--
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-17T16:37:15+08:00 ] /health/Admin.php/Privilege/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
